tax_id,中,英文,日文,原產地,養殖/種植,生境,食用部位,食物種類,域,域-latin,界,界-latin,門,門-latin,亞門,亞門-latin,綱,綱-latin,亞綱,亞綱-latin,目,目-latin,科,科-latin,亞科,亞科-latin,屬,屬-latin,種,種-latin,亞種,亞種-latin
109379,苤藍/大頭菜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,蕓薹屬,Brassica,甘藍,Brassica oleracea,苤藍,Brassica oleracea gongylodes
3711,蕓薹,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,蕓薹屬,Brassica,蕓薹,Brassica rapa,,
51351,大白菜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,蕓薹屬,Brassica,蕓薹,Brassica rapa,大白菜,Brassica rapa pekinensis
93385,小白菜/青菜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,蕓薹屬,Brassica,蕓薹,Brassica rapa,青菜,Brassica rapa chinensis
320797,菜心/菜薹,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,蕓薹屬,Brassica,蕓薹,Brassica rapa,菜心,Brassica rapa parachinensis
1652998,蕪菁,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,蕓薹屬,Brassica,蕓薹,Brassica rapa,蕪菁,Brassica rapa rapa
3719,薺菜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,薺菜屬,Capsella,薺菜,Capsella bursa-pastoris,,
180536,芝麻菜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,芝麻菜屬,Eruca,芝麻菜,Eruca vesicaria,,
75806,山葵,,わさび,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,, 山萮菜屬,Eutrema,山葵,Eutrema japonicum,,
153348,瑪咖/印加蘿蔔,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,獨行菜屬,Lepidium,瑪咖,Lepidium meyenii,,
65948,西洋菜/豆瓣菜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,豆瓣菜屬,Nasturtium,豆瓣菜,Nasturtium officinale,,
3726,蘿蔔,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,十字花科,Brassicaceae,,,蘿蔔屬,Raphanus,蘿蔔,Raphanus sativus,,
65558,續隨子/水瓜榴,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,山柑科,Capparaceae,,,山柑屬,Capparis,續隨子,Capparis spinosa,,
3649,番木瓜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,番木瓜科,Caricaceae,,,番木瓜屬,Carica,番木瓜,Carica papaya,,
3735,辣木,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,十字花目,Brassicales,辣木科,Moringaceae,,,辣木屬,Moringa,辣木,Moringa oleifera,,
102211,冬瓜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,冬瓜屬,Benincasa,冬瓜,Benincasa hispida,,
3654,西瓜,watermelon,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,西瓜屬,Citrullus,西瓜,Citrullus lanatus,,
3656,甜瓜/香瓜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,甜瓜屬,Cucumis,厚皮甜瓜,Cucumis melo,,
61886,刺角瓜/火蔘果,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,甜瓜屬,Cucumis,刺角瓜,Cucumis metuliferus,,
3659,黃瓜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,甜瓜屬,Cucumis,黃瓜,Cucumis sativus,,
3662,南瓜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,南瓜屬,Cucurbita,南瓜,Cucurbita moschata,,
3663,西葫蘆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,南瓜屬,Cucurbita,美洲南瓜,Cucurbita pepo,,
182084,絞股藍,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,絞股藍屬,Gynostemma,絞股藍,Gynostemma pentaphyllum,,
3668,葫蘆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,葫蘆屬,Lagenaria,葫蘆,Lagenaria siceraria,,
3670,絲瓜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,絲瓜屬,Luffa,絲瓜,Luffa aegyptiaca,,
3673,苦瓜/癩葡萄,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,苦瓜屬,Momordica,苦瓜,Momordica charantia,,
190515,羅漢果,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,羅漢果屬,Siraitia,羅漢果,Siraitia grosvenorii,,
3677,䒷蔞/𦸈𧁾/瓜蔞,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,葫蘆目,Cucurbitales,葫蘆科,Cucurbitaceae,,,䒷蔞屬,Trichosanthes,䒷蔞,Trichosanthes kirilowii,,
66096,皁莢,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蘇木亞科,Caesalpinioideae,皁莢屬,Gleditsia,皁莢,Gleditsia sinensis,,
346985,決明,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蘇木亞科,Caesalpinioideae,決明屬,Senna,決明,Senna obtusifolia,,
58860,酸角/羅望子,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,甘豆亞科,Detarioideae,酸豆屬,Tamarindus,酸豆,Tamarindus indica,,
3818,花生,peanut,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,花生屬,Arachis,花生,Arachis hypogaea,,
155124,南非茶/路易波士茶,rooibos,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,松雀花屬,Aspalathus,線葉金雀花,Aspalathus linearis,,
20400,黃芪,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,黃芪屬,Astragalus,,,,
3827,鷹嘴豆/雞豆,chickpea,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,鷹嘴豆屬,Cicer,鷹嘴豆,Cicer arietinum,,
43366,蝶豆花/藍蝴蝶,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,蝶豆屬,Clitoria,蝶豆,Clitoria ternatea,,
3847,黃豆/大豆,soya,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,大豆屬,Glycine,大豆,Glycine max,,
74613,甘草,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,甘草屬,Glycyrrhiza,甘草,Glycyrrhiza uralensis,,
3864,小扁豆/兵豆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,兵豆屬,Lens,兵豆,Lens culinaris,,
47084,草頭,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,苜蓿屬,Medicago,南苜蓿,Medicago polymorpha,,
109171,涼薯/豆薯/沙葛,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,豆薯屬,Pachyrhizus,涼薯,Pachyrhizus erosus,,
3885,青刀豆/四季豆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,菜豆屬,Phaseolus,菜豆,Phaseolus vulgaris,,
3885,紅腰豆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,菜豆屬,Phaseolus,菜豆,Phaseolus vulgaris,,
3888,豌豆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,豌豆屬,Pisum,豌豆,Pisum sativum,,
3891,四棱豆/龍豆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,四棱豆屬,Psophocarpus,四棱豆,Psophocarpus tetragonolobus,,
132459,葛,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,葛屬,Pueraria,山葛,Pueraria montana,,
35938,洋槐/槐花,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,刺槐屬,Robinia,刺槐,Robinia pseudoacacia,,
78634,葫蘆巴,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,葫蘆巴屬,Trigonella,葫蘆巴,Trigonella foenum-graecum,,
3906,蠶豆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,蠶豆屬,Vicia,蠶豆,Vicia faba,,
3914,紅豆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,豇豆屬,Vigna,紅豆,Vigna angularis,,
157791,綠豆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,豇豆屬,Vigna,綠豆,Vigna radiata,,
3917,豇豆,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,豆目,Fabales,豆科,Fabaceae,蝶形花亞科,Papilionoideae,豇豆屬,Vigna,豇豆,Vigna unguiculata,,
13450,榛子,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,殼斗目,Fagales,樺木科,Betulaceae,,,榛屬,Corylus,,,,
21020,甘栗,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,殼斗目,Fagales,殼斗科,Fagaceae,,,栗屬,Castanea,歐洲栗,Castanea sativa,,
32201,長山核桃/碧根果,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,殼斗目,Fagales,胡桃科,Juglandaceae,,,山核桃屬,Carya,長山核桃,Carya illinoinensis,,
16718,核桃,chestnut,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,殼斗目,Fagales,胡桃科,Juglandaceae,,,胡桃屬,Juglans,,,,
262757,楊梅,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,殼斗目,Fagales,楊梅科,Myricaceae,,,楊梅屬,Morella,楊梅,Morella rubra,,
58228,山竹,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,金虎尾目,Malpighiales,藤黃科,Clusiaceae,,,藤黃屬,Garcinia,山竹,Garcinia mangostana,,
3983,木薯,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,金虎尾目,Malpighiales,大𦻝科,Euphorbiaceae,巴豆亞科,Crotonoideae,木薯屬,Manihot,木薯,Manihot esculenta,,
4006,亞麻,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,金虎尾目,Malpighiales,亞麻科,Linaceae,,,亞麻屬,Linum,亞麻,Linum usitatissimum,,
78168,西番蓮/百香果,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,金虎尾目,Malpighiales,西番蓮科,Passifloraceae,,,西番蓮屬,Passiflora,西番蓮,Passiflora edulis,,
296036,餘甘子,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,金虎尾目,Malpighiales,葉下珠科,Phyllanthaceae,葉下珠亞科,Phyllanthoideae,葉下珠屬,Phyllanthus,餘甘子,Phyllanthus emblica,,
283133,守宮木/甜菜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,金虎尾目,Malpighiales,葉下珠科,Phyllanthaceae,葉下珠亞科,Phyllanthoideae,守宮木屬,Sauropus,守宮木,Sauropus androgynus,,
3641,可可,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,錦葵目,Malvales,錦葵科,Malvaceae,刺果藤亞科,Byttnerioideae,可可屬,Theobroma,可可,Theobroma cacao,,
66656,榴槤,durian,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,錦葵目,Malvales,錦葵科,Malvaceae,山芝麻亞科,Helicteroideae,榴槤屬,Durio,榴槤,Durio zibethinus,,
455045,秋葵,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,錦葵目,Malvales,錦葵科,Malvaceae,錦葵亞科,Malvoideae,秋葵屬,Abelmoschus,秋葵,Abelmoschus esculentus,,
183260,玫瑰茄/洛神花,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,錦葵目,Malvales,錦葵科,Malvaceae,錦葵亞科,Malvoideae,木槿屬,Hibiscus,玫瑰茄,Hibiscus sabdariffa,,
190248,胖大海,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,錦葵目,Malvales,錦葵科,Malvaceae,梧桐亞科,Sterculioideae,胖大海屬,Scaphium,胖大海,Scaphium lychnophorum,,
22663,石榴,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,桃金娘目,Myrtales,千屈菜科,Lythraceae,,,石榴屬,Punica,石榴,Punica granatum,,
236974,紅菱,water caltrop,ひし,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,桃金娘目,Myrtales,千屈菜科,Lythraceae,,,菱屬,Trapa,兩角菱,Trapa bicornis,,
120290,番石榴/芭樂,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,桃金娘目,Myrtales,桃金娘科,Myrtaceae,桃金娘亞科,Myrtoideae,番石榴屬,Psidium,番石榴,Psidium guajava,,
219868,丁香,clove,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,桃金娘目,Myrtales,桃金娘科,Myrtaceae,桃金娘亞科,Myrtoideae,蒲桃屬,Syzygium,丁香,Syzygium aromaticum,,
260143,蓮霧,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,桃金娘目,Myrtales,桃金娘科,Myrtaceae,桃金娘亞科,Myrtoideae,蒲桃屬,Syzygium,蓮霧,Syzygium samarangense,,
28974,楊桃,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,酢漿草目,Oxalidales,酢漿草科,Oxalidaceae,,,楊桃屬,Averrhoa,楊桃,Averrhoa carambola,,
3483,大麻/火麻仁,hemp,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,大麻科,Cannabaceae,,,大麻屬,Cannabis,尋常大麻,Cannabis sativa,,
3486,蛇麻/啤酒花/忽布,hops,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,大麻科,Cannabaceae,,,葎草屬,Humulus,蛇麻,Humulus lupulus,,
194251,波羅蜜,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,桑科,Moraceae,,,桂木屬,Artocarpus,波羅蜜,Artocarpus altilis,,
3494,無花果,fig,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,桑科,Moraceae,,,榕屬,Ficus,無花果,Ficus carica,,
3498,桑,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,桑科,Moraceae,,,桑屬,Morus,白桑,Morus alba,,
193516,沙棘,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,胡頹子科,Elaeagnaceae,,,沙棘屬,Hippophae,沙棘,Hippophae rhamnoides,,
326968,棗/酸棗,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,鼠李科,Rhamnaceae,,,棗屬,Ziziphus,棗,Ziziphus jujuba,,
157914,青棗/滇刺棗/印度棗,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,鼠李科,Rhamnaceae,,,棗屬,Ziziphus,印度棗,Ziziphus mauritiana,,
23159,山樝/山裏紅/紅果,haw,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,薔薇科,Rosaceae,桃亞科,Amygdaloideae,山樝屬,Crataegus,,,,
32224,枇杷,loquat,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,薔薇科,Rosaceae,桃亞科,Amygdaloideae,枇杷屬,Eriobotrya,枇杷,Eriobotrya japonica,,
283210,蘋果,apple,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,薔薇科,Rosaceae,桃亞科,Amygdaloideae,蘋果屬,Malus,蘋果,Malus pumila,,
36596,杏/杏仁,apricot,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,薔薇科,Rosaceae,桃亞科,Amygdaloideae,李屬,Prunus,杏,Prunus armeniaca,,
3758,歐洲李,plum,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,薔薇科,Rosaceae,桃亞科,Amygdaloideae,李屬,Prunus,歐洲李,Prunus domestica,,
3755,扁桃/巴旦木/美國大杏仁,almond,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,薔薇科,Rosaceae,桃亞科,Amygdaloideae,李屬,Prunus,扁桃,Prunus dulcis,,
102107,梅,,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,薔薇科,Rosaceae,桃亞科,Amygdaloideae,李屬,Prunus,梅,Prunus mume,,
3760,桃,peach,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,薔薇科,Rosaceae,桃亞科,Amygdaloideae,李屬,Prunus,桃,Prunus persica,,
3754,櫻桃,cherry,,,,,,,眞核域,Eukaryota,綠色植物界,Viridiplantae,鏈形植物門,Streptophyta,被子植物,Magnoliophyta,超薔薇類,superrosids,,,薔薇目,Rosales,薔薇科,Rosaceae,桃亞科,Amygdaloideae,李屬,Prunus,,,,
